ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Brand
\n<p class="""" data-start=""481"" data-end=""843"">Ideal for lightweight and delicate fabrics like chiffon, silk, organza, voile, and handkerchief material, this foot works seamlessly with most domestic tabletop and manual sewing machines. Whether you're hemming ruffles, scarves, napkins, or lingerie, this presser foot makes it quicker and easier to create fine, consistent rolled hems with precision and style.</p>",,,taxable,,1,15,,0,0,0.01,,,,1,,7500,8000,"Sewing Machine Foots, Sewing Machine Foots > Tabletop Sewing Machine Foots & Attachments","domestic machine foot, handkerchief hemmer, handkerchief hemming, hemming foot, sewing machine foot, tabletop machine foot",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/domestic-hankerchief-hemmer-7.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/domestic-hankerchief-hemmer-6.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/domestic-hankerchief-hemmer-5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/domestic-hankerchief-hemmer-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/domestic-hankerchief-hemmer-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/domestic-hankerchief-hemmer-2.jpg",,,,,,,,,0,,

23183,simple,BSA-000163-C,,Tabletop Snap-on Gathering Foot,1,0,visible,Snap-on Gathering Foot for domestic tabletop sewing machines—perfect for evenly gathering fabric with ease.,"<p class="""" data-start=""134"" data-end=""488"">The Gathering Foot is a handy snap-on presser foot designed for domestic tabletop sewing machines, making it easy to create soft gathers on lightweight to medium fabrics. It simplifies the gathering process for projects like ruffles, sleeves, skirts, and decorative trims—giving your work a neat, professional finish in less time.</p>
\n<p class="""" data-start=""490"" data-end=""789"">This foot snaps on easily for compatible machines. If your machine doesn't use a snap-on system, a presser foot adapter may be required for proper attachment. Whether you're sewing fashion garments, home décor, or craft projects, this Gathering Foot is a time-saving addition to your sewing toolbox.</p>",,,taxable,,1,50,,0,0,0.01,,,,1,,6000,6500,"Sewing Machine Foots, Sewing Machine Foots > Tabletop Sewing Machine Foots & Attachments","domestic machine foot, fabric gathering foot, Gathering foot, sewing machine foot, tabletop machine foot",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01u4i4rD25JLKYjje04_2347217505-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01h6EXvt25JLKbIfVWQ_2347217505-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01b9iSgV25JLKSvQmkd_2347217505-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01VcM88B25JLKWEuQ5M_2347217505-0-cib.jpg",,,,,,,,,0,,

23184,simple,BSA-000164-C,,Spring Needle Threader,1,0,visible,Durable Needle Threader – makes threading your needle quick and effortless.,"<p class="""" data-start=""102"" data-end=""402"">A needle threader is an essential tool for anyone who sews, whether you're a beginner or a seasoned pro. This strong and durable device makes it quick and easy to guide thread through the eye of a needle, especially helpful when working with fine threads or small needle eyes.</p>
\n<p class="""" data-start=""404"" data-end=""637"">Crafted to be long-lasting, it saves time and reduces eye strain, making your sewing experience smoother and more enjoyable. It's a must-have addition to any sewing kit, ideal for hand sewing, embroidery, or machine needle threading.</p>",,,taxable,,1,30,,0,0,0.01,,,,1,,1500,2000,Needles & Pins,"hand sewing needle, needle threader, sewing needle",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/spring-needle-threader-6.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/spring-needle-threader-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/spring-needle-threader-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/spring-needle-threader-7.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/spring-needle-threader-9.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/spring-needle-threader-1.jpg",,,,,,,,,0,,

23185,simple,BSA-000165-C,,150pcs Embroidery Thread,1,0,visible,"Premium rainbow embroidery floss – 150 vibrant, non-fading colors with rich luster and smooth finish. Perfect for all your DIY and needlework creations.","<p class="""" data-start=""179"" data-end=""601"">Bring your creativity to life with this <strong data-start=""243"" data-end=""289"">Premium Rainbow Color Embroidery Floss Set</strong> – a must-have for every embroidery enthusiast. Each package includes <strong data-start=""359"" data-end=""382"" data-is-only-node="""">150 stunning shades</strong> that span the full color spectrum—reds, pinks, yellows, greens, blues, purples, neutrals, and more—offering you nearly every color imaginable. The colors are randomly assorted, ensuring a beautiful surprise every time.</p>
\n<p class="""" data-start=""603"" data-end=""996"">Made from <strong data-start=""613"" data-end=""639"">high-quality materials</strong>, this embroidery thread features <strong data-start=""673"" data-end=""702"">bright, non-fading colors</strong>, a <strong data-start=""706"" data-end=""733"">firm and smooth texture</strong>, and <strong data-start=""739"" data-end=""764"">no static electricity</strong>, making your stitching experience effortless and enjoyable. Each floss measures approximately <strong data-start=""859"" data-end=""878"">8.75 yards long</strong> and is made of <strong data-start=""894"" data-end=""926"">six easily separable strands</strong>, giving you the flexibility to choose the thickness of your stitches.</p>
\n<p class="""" data-start=""998"" data-end=""1413"">With its strong and durable construction, this thread is ideal for making <strong data-start=""1072"" data-end=""1169"">friendship bracelets, tassels, cross-stitch, birthday cards, cushions, gloves, dolls, scarves</strong>, and more. It's also a perfect activity for <strong data-start=""1214"" data-end=""1256"">parents and children to enjoy together</strong>, fostering creativity and improving handcrafting skills. Whether you're a beginner or a pro, this rainbow set will make every project more colorful and fun!</p>",,,taxable,,1,15,,0,0,0.5,,,,1,,25500,26500,Embroidery Tools,"embroidery floss, embroidery thread, tambour embroidery",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Embroidery-Thread-17.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Embroidery-Thread-19.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Embroidery-Thread-17.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Embroidery-Thread-10.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Embroidery-Thread-15.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Embroidery-Thread-12.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Embroidery-Thread-13.jpg",,,,,,,,,0,,

23256,simple,BSA-000166-C,,Fish Needle Threader,1,0,visible,Needle Threader – Easily thread both hand and machine needles with this handy tool. A pack contains 6 durable pieces.,"<p class="""" data-start=""144"" data-end=""424"">Make threading your needles a breeze with this <strong data-start=""215"" data-end=""238"">Needle Threader Set</strong>. Whether you're working with a <strong data-start=""270"" data-end=""292"" data-is-only-node="""">hand sewing needle</strong> or a <strong data-start=""298"" data-end=""323"">sewing machine needle</strong>, this tool is designed to help you insert thread effortlessly through even the smallest needle eyes.</p>
\n<p class="""" data-start=""426"" data-end=""634"">Each threader is made with durable materials to ensure long-lasting use and smooth threading. It’s a must-have for any sewing kit—especially helpful for those with limited vision or working with fine threads.</p>
\n<p class="""" data-start=""636"" data-end=""828""><strong data-start=""636"" data-end=""667"">Each pack contains 6 pieces</strong>, giving you plenty of backups for home, travel kits, or sharing with fellow sewists. Ideal for tailors, fashion designers, DIY enthusiasts, and anyone who sews!</p>",,,taxable,,1,500,,0,0,0.01,,,,1,,1500,2000,Needles & Pins,"hand sewing needle, needle threader, Sewing machine needle, sewing needle",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/fish-needle-threader-5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/fish-needle-threader-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/fish-needle-threader-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/fish-needle-threader-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/fish-needle-threader-1.jpg",,,,,,,,,0,,

23257,simple,BSA-000167-C,,2in1 Seam Ripper,1,0,visible,"2-in-1 Seam Ripper &amp; Needle Threader – Retractable, durable, and strong. A must-have tool for every sewing kit.","<p class="""" data-start=""138"" data-end=""439"">Simplify your sewing experience with this <strong data-start=""204"" data-end=""246"">2-in-1 Seam Ripper and Needle Threader</strong> – a compact, <strong data-start=""260"" data-end=""275"" data-is-only-node="""">retractable</strong> tool designed for both convenience and efficiency. Whether you're <strong data-start=""342"" data-end=""369"">fixing stitching errors</strong> or <strong data-start=""373"" data-end=""398"">threading your needle</strong>, this dual-purpose tool has you covered.</p>
\n<p class="""" data-start=""441"" data-end=""650"">Crafted from <strong data-start=""454"" data-end=""489"">durable, high-quality materials</strong>, it's built to last and easy to handle. The retractable feature keeps the tool safe and compact, making it perfect for storage or carrying in your sewing pouch.</p>
\n<p class="""" data-start=""652"" data-end=""810"">This smart design saves space and adds functionality, making it an essential tool for <strong data-start=""738"" data-end=""788"">tailors, fashion designers, sewing enthusiasts</strong>, and beginners alike.</p>",,,taxable,,1,19,,0,0,0.02,,,,1,,3000,3500,Needles & Pins,"hand sewing needle, needle threader, seam ripper, Sewing machine needle, sewing needle",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/2in1-seam-ripper-9.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/2in1-seam-ripper-5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/2in1-seam-ripper-7.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/2in1-seam-ripper-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/2in1-seam-ripper-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/2in1-seam-ripper-6.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/2in1-seam-ripper-8.jpg",,,,,,,,,0,,

23258,simple,BSA-000168-C,,8mm Plastic Eyelet Dies,1,0,visible,"<p class="""" data-start=""0"" data-end=""128"">8mm Plastic Eyelet Die – Designed for use with the grommet machine to securely fix 8mm plastic eyelets.</p>
\n<p class="""" data-start=""130"" data-end=""450""></p>","<p class="""" data-start=""130"" data-end=""450"">This <strong data-start=""159"" data-end=""185"" data-is-only-node="""">8mm Plastic Eyelet Die</strong> is specially crafted for use with your <strong data-start=""225"" data-end=""244"">grommet machine</strong>, allowing for the smooth and secure fixing of <strong data-start=""291"" data-end=""314"">8mm plastic eyelets</strong>. Whether you're working on corsets, bags, banners, or garment production, this die ensures a perfect fit and clean finish every time.</p>
\n<p class="""" data-start=""452"" data-end=""676"">Built for <strong data-start=""462"" data-end=""490"">durability and precision</strong>, it’s a reliable companion in your workspace for both light and heavy-duty projects. Ideal for <strong data-start=""586"" data-end=""634"">fashion designers, tailors, and DIY crafters</strong> looking for professional-quality results.</p>",,,taxable,,1,18,,0,0,0.1,,,,1,,15000,15500,Grommet Tools & Pliers,"corset lacing, eyelet dies, eyelet machine, eyelets, Grommet machine, plastic eyelet, rivet machine",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/plastic-eyelet-dies-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/plastic-eyelet-dies-1.jpg",,,,,,,,,0,,

23259,simple,BSA-000169-C,,Snap Button Dies For Pearl Setting Machine,1,0,visible,Plastic Dies for Hollow Snap Buttons – For use with pearl setting machine.,"<p class="""" data-start=""101"" data-end=""339"">This <strong data-start=""130"" data-end=""149"" data-is-only-node="""">plastic die set</strong> is designed specifically to fix <strong data-start=""182"" data-end=""205"">hollow snap buttons</strong> with ease and precision. Perfectly compatible with a <strong data-start=""259"" data-end=""284"">pearl setting machine</strong>, it ensures a firm and professional finish every time.</p>
\n<p class="""" data-start=""341"" data-end=""653"">Ideal for use in <strong data-start=""358"" data-end=""428"">garment production, leatherwork, accessories, babywear, and crafts</strong>, this die set is made from <strong data-start=""456"" data-end=""480"">high-quality plastic</strong>, offering both durability and lightweight convenience. A must-have tool for fashion designers, tailors, and DIY enthusiasts looking to elevate their button-setting process.</p>",,,taxable,,1,17,,0,0,0.01,,,,1,,8500,9000,Grommet Tools & Pliers,"Grommet machine, pearl setting machine, rivet machine, snap buttons, snap dies",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Pearl-Machine-Snap-dies-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Pearl-Machine-Snap-dies-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Pearl-Machine-Snap-dies-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/Pearl-Machine-Snap-dies-4.jpg",,,,,,,,,0,,

23260,simple,BSA-000170-C,,8mm Punching Dies + Base,1,0,visible,"<p class="""" data-start=""0"" data-end=""80"">8mm Fabric Hole Punch Tool – Perfect for Eyelet Fixing.</p>
\n<p class="""" data-start=""82"" data-end=""310""></p>","<p class="""" data-start=""82"" data-end=""310"">This <strong data-start=""111"" data-end=""141"" data-is-only-node="""">8mm fabric hole punch tool</strong> is specially designed for creating clean, precise holes in fabric, leather, and other soft materials. Ideal for preparing holes before fixing eyelets, snaps, or rivets.</p>
\n<p class="""" data-start=""312"" data-end=""531"">Durable and easy to use, it punches <strong data-start=""348"" data-end=""370"">8mm diameter holes</strong>, making it compatible with most standard-sized eyelets. A great addition to any tailor’s or crafter’s toolkit for <strong data-start=""485"" data-end=""530"">efficient, professional-quality finishing</strong>.</p>",,,taxable,,1,18,,0,0,0.1,,,,1,,16000,16500,Grommet Tools & Pliers,"corset lacing, eyelet dies, eyelet machine, eyelets, Grommet machine, punching dies, rivet machine",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/8mm-punching-dies-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/8mm-punching-dies-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/8mm-punching-dies-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/8mm-punching-dies-2.jpg",,,,,,,,,0,,
